,0
0,-19.3
1,-16.900000000000002
2,-97.20000000000005
3,-101.00000000000006
4,-17.400000000000002
5,-4.8999999999999995
6,-0.1
7,-13.6
8,-22.2
9,-0.1
10,-5.3999999999999995
11,-9.299999999999999
12,-120.00000000000011
13,-91.50000000000003
14,-87.70000000000002
15,-33.699999999999996
16,-104.80000000000007
17,-112.40000000000009
18,-80.10000000000001
19,-72.79999999999998
20,-4.0
21,-0.1
22,-12.6
23,-93.40000000000005
24,-87.70000000000003
25,-101.00000000000006
26,-99.10000000000005
27,-0.1
28,-4.8999999999999995
29,-56.29999999999998
30,-3.5
31,-104.80000000000007
32,-91.50000000000004
33,-95.30000000000004
34,-116.2000000000001
35,-102.90000000000006
36,-43.49999999999999
37,-0.1
38,-48.09999999999999
39,-0.1
40,-104.80000000000007
41,-0.6
42,-99.10000000000005
43,-93.40000000000003
44,-36.79999999999999
45,-118.10000000000011
46,-5.8999999999999995
47,-120.00000000000011
48,-99.10000000000005
49,-118.10000000000011
50,-108.60000000000008
51,-97.20000000000005
52,-108.60000000000008
53,-102.90000000000006
54,-0.1
55,-106.70000000000007
56,-91.50000000000001
57,-66.49999999999997
58,-87.70000000000003
59,-89.60000000000004
60,-68.29999999999998
61,-50.999999999999986
62,-5.3999999999999995
63,-89.60000000000004
64,-1.6
65,-24.2
66,-89.60000000000004
67,-3.0
68,-9.7
69,-89.60000000000002
70,-29.399999999999995
71,-110.50000000000009
72,-5.8999999999999995
73,-37.599999999999994
74,-7.799999999999999
75,-24.799999999999997
76,-1.1
77,-101.00000000000006
78,-89.60000000000004
79,-54.899999999999984
80,-15.6
81,-116.2000000000001
82,-5.0
83,-93.40000000000003
84,-45.69999999999999
85,-85.80000000000003
86,-101.00000000000006
87,-93.40000000000003
88,-0.1
89,-118.10000000000011
90,-43.79999999999999
91,-0.6
92,-8.799999999999999
93,-89.60000000000002
94,-2.5
95,-79.19999999999999
96,-106.70000000000007
97,-0.1
98,-0.6
99,-101.00000000000006
100,-38.4
101,-0.1
102,-120.00000000000011
103,-0.1
104,-120.00000000000011
105,-106.70000000000007
106,-3.5
107,-106.70000000000007
108,-101.00000000000006
109,-0.1
110,-93.40000000000003
111,-62.99999999999998
112,-0.1
113,-87.70000000000003
114,-91.50000000000003
115,-3.0
116,-20.3
117,-0.1
118,-0.1
119,-97.20000000000006
120,-108.60000000000008
121,-59.69999999999998
122,-108.60000000000008
123,-3.0
124,-118.10000000000011
125,-85.4
126,-35.3
127,-120.00000000000011
128,-9.7
129,-116.2000000000001
130,-50.999999999999986
131,-95.30000000000005
132,-5.8999999999999995
133,-99.10000000000005
134,-110.50000000000009
135,-66.39999999999998
136,-82.00000000000001
137,-102.90000000000006
138,-23.2
139,-6.3999999999999995
140,-101.00000000000006
141,-53.59999999999998
142,-2.5
143,-74.39999999999999
144,-108.60000000000008
145,-2.5
146,-13.1
147,-0.1
148,-24.699999999999996
149,-17.400000000000002
150,-108.60000000000008
151,-10.7
152,-112.40000000000009
153,-26.199999999999996
154,-43.79999999999999
155,-27.499999999999996
156,-74.2
157,-54.999999999999986
158,-0.1
159,-24.099999999999998
160,-3.5
161,-78.20000000000002
162,-13.1
163,-94.30000000000004
164,-93.40000000000003
165,-97.20000000000006
166,-51.69999999999999
167,-116.2000000000001
168,-110.50000000000009
169,-120.00000000000011
170,-88.10000000000002
171,-106.70000000000007
172,-59.79999999999998
