_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-39.094997,719,-0.026938787,-0.47142345,0.545454,0.051076014,-0.028392466,-1.8154662,1.9801772,0.38287506,0.0,-3.1464794337487523,6.160354765064843,0.9999888189046569,-1.0839792692572232,-1.4999757169704446,0.45249998569488525,0.08403848228599656,220,-0.023257320746779442,2.6740577,0.009554369,5.0625,1.0,0.13470675942745117,-0.6028803932978983,-0.6312752208674641
-46.989998,808,-0.034448255,-0.4752279,0.55563414,0.051148344,-0.03679545,-2.2517843,2.2279544,0.4075996,0.0,-3.5619506936051977,4.971926716734737,0.9999865698646034,-1.1600014304216433,-1.4999976520142915,0.09049999713897705,0.051531309311993206,240,-0.0028307484462857246,2.6691327,0.0008642028,3.375,1.0,0.08206220605550907,-0.5905397201660623,-0.5667536686093213
-43.764996,769,-0.055188756,-0.47078153,0.56191736,0.046782035,-0.07183976,-2.1512809,2.2680674,0.41352305,-1.2704762830560959e-17,-3.830074789726809,7.1650638112829235,0.9999863093842157,-1.1349560180777922,-1.4997648728917068,0.45249998569488525,0.052498015442311835,260,-0.002750396728515625,2.653941,0.0012212459,2.25,1.0,0.08299288317012252,-0.5791223161680239,-0.6090607267235855
-41.834995,724,-0.026087627,-0.46453577,0.56501937,0.0527166,-0.0351226,-2.1734238,1.8663086,0.3982884,-4.907063092265885e-18,-3.503419935115999,6.847055600654066,0.9999871829849016,-1.1521834605741623,-1.499999933430939,0.45249998569488525,0.05746879035737683,280,-0.012364930473268032,2.63912,0.0060379333,3.375,1.0,0.08817498666604003,-0.5341139907287382,-0.4715395580859687
-45.690002,782,-0.048749115,-0.4619547,0.569088,0.043768067,-0.06782243,-2.4436076,2.6578593,0.41088924,-9.086224242456525e-18,-4.0677445240269305,7.246135392276089,0.9999858701172405,-1.165320611024957,-1.4998777766460925,0.45249998569488525,0.0467853987370361,300,-0.01098107360303402,2.6339777,0.004056449,3.375,1.0,0.0731915590614852,-0.5635973935413909,-0.5293239796645808
-47.870003,806,-0.024586594,-0.46414143,0.5787585,0.059531353,-0.046883155,-2.3505757,2.1300166,0.43093443,-1.7631333393550873e-17,-4.408533550266889,5.242581410791968,0.999984778538015,-1.1847154380225466,-1.4999997320521699,0.09049999713897705,0.0361667583527684,320,-0.006806104443967342,2.640646,0.0021210255,3.375,1.0,0.05550274345117959,-0.5332118509325592,-0.5544659906343317
-43.014996,745,-0.035379153,-0.45241448,0.5715734,0.053501803,-0.05789668,-2.5962138,2.1346927,0.41563845,4.768743193020806e-18,-4.148126939539667,7.1121395538643055,0.9999858208065504,-1.1513843114450548,-1.4997427356329933,0.45249998569488525,0.04677741194069716,340,-0.004304711241275072,2.645218,0.0015900894,3.375,1.0,0.07342037935690439,-0.5694798381606907,-0.5875591997195075
-50.77,849,-0.020444429,-0.4439538,0.5678278,0.05607274,-0.027648728,-2.43121,2.5882072,0.42055082,-4.184586194111308e-18,-5.139805904394866,6.32030010398565,0.9999818555559548,-1.1930286207748708,-1.4999755173930027,0.09049999713897705,0.024548106057727954,360,-0.008501174859702587,2.6451955,0.0016901536,3.375,1.0,0.036677565114770785,-0.4932946059304202,-0.4869921843454559
-45.745003,766,-0.016992094,-0.4366885,0.58027667,0.05324189,-0.05882465,-2.8198338,3.0441537,0.44772744,-4.6380074135776775e-18,-4.2274178568890655,5.293268288312948,0.9999849864845946,-1.191098322884826,-1.499977817972992,0.09049999713897705,0.03461202400784773,380,-0.0046637956984341145,2.6415157,0.0009812306,2.25,1.0,0.05224444501270915,-0.5094220559412908,-0.4823036907041365
-44.124996,747,-0.0139599005,-0.4317029,0.59117055,0.05673746,-0.03954076,-2.172666,2.3105092,0.4562833,0.0,-3.828744257199526,4.640743556075696,0.9999865542389202,-1.178022178987551,-1.4999776182083422,0.09049999713897705,0.048313733577699275,400,-0.0045954883098602295,2.64778,0.0025064526,2.25,1.0,0.07343168415802788,-0.5165193747291461,-0.5398149583240859
-37.845,647,-0.01791331,-0.4300915,0.5991295,0.053019464,-0.04460625,-2.8998303,2.6019168,0.47960678,-9.609349208502127e-18,-3.3201001463944735,5.449649289022301,0.9999878311885136,-1.1659689958789055,-1.4999755363528595,0.45249998569488525,0.052427962537461986,420,-0.004515796899795532,2.6691983,0.0018335397,2.25,1.0,0.07932851475121501,-0.5130754386062786,-0.5438294015221694
-38.89,670,-0.02778368,-0.4271677,0.60534465,0.05078566,-0.057812892,-2.4528265,2.1051881,0.4592222,-1.0605115459105973e-17,-4.834609626318667,5.192481627863772,0.9999878876031476,-1.157156326860492,-1.4999978515754766,0.45249998569488525,0.0546292071147745,440,-0.01045457273721695,2.6676505,0.004923278,2.25,1.0,0.08497162581309517,-0.555424162335785,-0.5918935005985446
-46.370003,776,-0.029767739,-0.42796585,0.6104444,0.048112016,-0.039412167,-2.0332365,2.1561072,0.4517145,-1.8312957107219077e-17,-3.4472603485046465,6.229911634322086,0.9999853215498689,-1.1918582020709376,-1.4997429586251745,0.09049999713897705,0.034253766632950294,460,-0.004920115694403648,2.6679058,0.0021558607,2.25,1.0,0.04785729076237379,-0.3946946898421546,-0.352425189249288
-45.424995,762,-0.024859227,-0.42687273,0.6198994,0.04847248,-0.052063633,-2.525466,2.8654983,0.4484092,-1.3987061727561027e-17,-3.8975030911985895,7.141918565489808,0.999984915859088,-1.1889511017865049,-1.499999931629612,0.45249998569488525,0.0333119018109255,480,-0.04155547171831131,2.6836178,0.009106216,3.375,1.0,0.04792113091765555,-0.43854350842925593,-0.3658159641060119
-47.960003,796,-0.018856393,-0.41946942,0.62892425,0.049578287,-0.04364354,-2.2779083,2.5084045,0.4333829,8.926416278393219e-18,-4.523132765152968,5.851350853770601,0.9999844733450451,-1.2018698924390865,-1.4999997320521699,0.09049999713897705,0.030019003378113637,500,-0.01080910861492157,2.6804433,0.0048640394,3.375,1.0,0.04314405146032316,-0.4371830325910755,-0.4049969970161311
-48.835,812,-0.021375287,-0.4202653,0.6382975,0.05238246,-0.049984027,-2.297586,2.407801,0.47938108,2.187631575616072e-18,-5.101697763925175,5.668036332524532,0.9999834267434048,-1.1997299880142878,-1.4999999505894688,0.09049999713897705,0.02711494420713229,520,-0.007467768620699644,2.6596472,0.0015636093,3.375,1.0,0.039309840917494,-0.4496757436449179,-0.3819712386920662
-47.885002,799,-0.049919095,-0.4163328,0.6480509,0.04017921,-0.09146792,-2.5178928,2.6140618,0.45390192,2.2232250806010645e-18,-5.515636948672888,5.525129861757863,0.9999837841625505,-1.1954713735201932,-1.499997631236991,0.09049999713897705,0.026792678733866752,540,-0.002467595972120762,2.6527295,0.0009661897,2.25,1.0,0.045338703327899424,-0.6895576942770048,-0.6130166848403078
-46.045002,767,-0.033210367,-0.41385877,0.6569193,0.04020376,-0.03918617,-3.1165159,2.4193323,0.4611896,-1.8527841871189053e-17,-5.373475932856915,5.713899035024137,0.9999851842101547,-1.1973753992795462,-1.4999757169705297,0.45249998569488525,0.0323186871041344,560,-0.05831830948591232,2.657208,0.011908866,3.375,1.0,0.04693125556486038,-0.4521111572009622,-0.6876041823394767
-50.560005,832,-0.020795077,-0.41510412,0.664792,0.05898271,-0.06664751,-3.1303153,2.8833919,0.48238334,-1.2810265668751807e-17,-4.895975091150514,6.754741709359068,0.9999826901419038,-1.2123577300345025,-1.499999732223284,0.09049999713897705,0.022580856467064744,580,-0.08331000804901123,2.6675231,0.010810311,5.0625,1.0,0.0306007161515569,-0.35424364761609706,-0.37720848989772704
-50.82,845,-0.030427257,-0.41204318,0.67451715,0.046984054,-0.06620451,-3.493592,2.628964,0.49012968,0.0,-7.205681395319151,6.549380176939737,0.9999805482819121,-1.1998579011225285,-1.4999978497905597,0.09049999713897705,0.020017721549829927,600,0.0018497388809919357,2.6733794,0.0025994868,5.0625,1.0,0.03275270049693076,-0.6361820348998555,-0.712683265079217
-42.245003,711,-0.03325949,-0.40668848,0.6838711,0.05055099,-0.091181286,-3.9243157,3.2552278,0.55635685,0.0,-3.780047153345937,7.251783851163665,0.9999857467228184,-1.1847855860371697,-1.4999997320521699,0.45249998569488525,0.03477534111251304,620,-0.01093085017055273,2.6783237,0.002522346,5.0625,1.0,0.050072509946595053,-0.4387023568627324,-0.415155569446122
-42.525,715,0.010664937,-0.40525675,0.6904661,0.055754364,-0.030996477,-3.454357,4.1823263,0.60402703,2.4844151600003503e-18,-7.657401838254971,4.710198458549192,0.9999858931676617,-1.1859875859955973,-1.4999755173930167,0.09049999713897705,0.033979171010578915,640,-0.010855053551495075,2.6668544,0.002559816,5.0625,1.0,0.055044151726571455,-0.6179291070650597,-0.8352395164029234
-53.545002,880,-0.022248007,-0.39844984,0.6967969,0.051223617,-0.09005602,-4.137931,2.717807,0.52774924,-1.6148698540002276e-17,-4.637007890457314,6.34799122286285,0.9999815597922195,-1.2140683629681885,-1.499999931629613,0.09049999713897705,0.01731822042436118,660,-0.004568512085825205,2.6614034,0.00093559927,3.375,1.0,0.023786694067723345,-0.37249446223485183,-0.40508240109009086
-36.935005,628,-0.035592657,-0.3938869,0.70608073,0.049717166,-0.089262374,-3.9953732,3.3039408,0.61534256,9.900077926593752e-18,-3.157063755240897,5.368177898825456,0.999987610501531,-1.1722646242611605,-1.4999776371842954,0.45249998569488525,0.048246135218226766,680,-0.011138000525534153,2.6632504,0.004592479,3.375,1.0,0.06982396485847184,-0.44697365031007297,-0.3711643192601983
-40.54,683,-0.020714765,-0.39076662,0.71031725,0.053550493,-0.11462256,-3.4477522,3.2450676,0.6060781,-1.5604891707762084e-17,-3.736379586972959,4.870638144152787,0.9999865460010283,-1.1834294754074899,-1.4999976304806917,0.09049999713897705,0.03917978426090706,700,-0.0057378243654966354,2.675231,0.0026470323,3.375,1.0,0.054272950205128505,-0.3850349112559319,-0.40597230236702764
-50.455,832,-0.033752874,-0.38551036,0.715272,0.048058443,-0.076453395,-3.487524,2.8287137,0.5220029,4.270088556250602e-18,-4.509538347487433,7.259538680590128,0.9999827385462468,-1.2098330582031023,-1.49976485393185,0.45249998569488525,0.021655858642146877,720,-0.0073274485766887665,2.658309,0.0017136224,3.375,1.0,0.029652400147382206,-0.3669428431799775,-0.35853822374915634
-41.805004,702,-0.03776824,-0.38567764,0.7233176,0.047335893,-0.10166108,-3.9582112,3.2358527,0.5438493,-2.024338278518804e-17,-4.356103178737312,5.403978142397121,0.9999844165913145,-1.1874395908654047,-1.499997650196996,0.09049999713897705,0.03218339214425448,740,-0.0057763573713600636,2.646068,0.0019777133,3.375,1.0,0.04881030230279205,-0.5155922269652029,-0.4810559210411711
-39.97,679,-0.03777218,-0.37941483,0.7287678,0.046451837,-0.12455991,-3.6378,3.9017699,0.5693421,0.0,-5.611088089576722,5.181313692265119,0.9999846771430901,-1.173630817316198,-1.4975475453641944,0.09049999713897705,0.035759776464792586,760,-0.004421639256179333,2.6296742,0.0017365539,3.375,1.0,0.06174898217371465,-0.7262901315847881,-0.7885403208286752
-48.075005,800,0.007753068,-0.37644807,0.7332011,0.05967476,-0.041786928,-3.9277313,2.5694544,0.5471249,0.0,-5.636061089406667,6.4215646154085855,0.9999821294638339,-1.198727105114238,-1.4999997320537142,0.45249998569488525,0.024609041136869597,780,-0.01138913445174694,2.617538,0.0022001194,3.375,1.0,0.03725040228152048,-0.5124682301695802,-0.643984249693373
-41.739998,707,-0.041114096,-0.37364194,0.7400234,0.046097763,-0.11103127,-4.0517273,3.2900133,0.5805824,-1.2562636770864571e-17,-7.20521064126633,4.437378535659523,0.9999869760960145,-1.1772025641170243,-1.4999778367454806,0.45249998569488525,0.03816155411689438,800,-0.008743146434426308,2.6042824,0.003037078,3.375,1.0,0.059223397568723433,-0.5518430832499328,-1.0587088500088822
-41.235,693,-0.0044970326,-0.37301642,0.7441625,0.053567015,-0.0536475,-4.208354,2.835227,0.5569139,0.0,-2.6902349046312994,5.750523724760219,0.9999848055001727,-1.186422233713767,-1.499997631236991,0.45249998569488525,0.03433174971017513,820,-0.02069265767931938,2.5884705,0.0044608857,3.375,1.0,0.05025205204587468,-0.4601526016491331,-0.301231973387615
-45.32,767,-0.051374264,-0.367661,0.749053,0.036535624,-0.14563024,-3.5195725,3.0994675,0.54344386,-9.263920935594526e-18,-6.119960965965003,5.753392063572871,0.9999829636484268,-1.1784637383747545,-1.499997631236991,0.45249998569488525,0.026045982179488537,840,-0.01044965535402298,2.5873394,0.003169333,3.375,1.0,0.04269802570941591,-0.6390444301281049,-0.7667521052421113
-43.864998,743,-0.011371786,-0.36470425,0.75425816,0.049471226,-0.08209594,-4.000687,3.8988633,0.5447007,-1.912631859381158e-17,-5.3458176002078455,7.0793326858467145,0.9999820394370988,-1.1773661048699409,-1.4997429396653037,0.45249998569488525,0.025141594293057703,860,-0.010241140611469746,2.5760648,0.00334799,3.375,1.0,0.036442832698311965,-0.4441035682990273,-0.5524125736730494
-41.3,697,-0.02819551,-0.36006865,0.75938857,0.053258944,-0.091311716,-3.3734837,3.0765018,0.5670706,-1.0194300369585369e-17,-3.3546983022236714,6.689845561552494,0.9999844306565302,-1.181494303679417,-1.499975517392941,0.09049999713897705,0.033098251388003035,880,-0.003982247784733772,2.5588427,0.0010054266,2.25,1.0,0.04964975722553599,-0.4999657133388822,-0.34244341986232074
-50.645,833,-0.018626222,-0.35595673,0.7636458,0.052726816,-0.065154836,-3.3183105,3.5695124,0.5154376,4.264962399520409e-18,-4.640558141210415,6.129245916537694,0.9999817031276211,-1.2129414630451525,-1.4999997338533564,0.09049999713897705,0.020381710058336906,900,-0.013055074959993362,2.5552816,0.003081306,2.25,1.0,0.030258949211776767,-0.48392758839989636,-0.4870504347716422
-44.06,742,-0.047983717,-0.35682076,0.7702831,0.04307536,-0.11980658,-3.3210945,3.665138,0.49194357,-2.1546107216445086e-17,-5.560559371973057,6.940683043420001,0.9999831014434934,-1.1842165926404662,-1.49974294146649,0.09049999713897705,0.024325928941881344,920,-0.01828647591173649,2.5487676,0.0051384512,2.25,1.0,0.033544267867560346,-0.3787364061116396,-0.4481114900008294
-43.62,733,0.014785264,-0.35158083,0.775222,0.060414083,-0.06784725,-3.5719395,3.8026094,0.64941555,-1.211703164665928e-17,-3.615542818874852,5.321381854613554,0.999984589632843,-1.186742545923496,-1.4999976521700429,0.09049999713897705,0.03306588160559068,940,-0.013235030695796013,2.548769,0.0046946295,2.25,1.0,0.06519082325612166,-0.9681054117511418,-0.482571673722195
-42.04,703,0.001022442,-0.3480465,0.7793667,0.054474723,-0.060161598,-4.174336,3.1645463,0.5762396,1.2634116923188126e-18,-5.538309947510014,4.5636419923203615,0.9999865098203886,-1.1924436040773343,-1.499977838564615,0.45249998569488525,0.03534957207972423,960,-0.009298015385866165,2.5569968,0.0022422418,2.25,1.0,0.04616866614639409,-0.30583367847214893,-0.8660261606651221
-41.495003,701,-0.008835518,-0.34542704,0.7834368,0.057342667,-0.074561454,-4.446303,3.9607267,0.5922716,1.7738228068190802e-17,-3.469576190346797,7.515616690516847,0.9999846643031896,-1.1802974028196551,-1.4999776371681866,0.45249998569488525,0.03423472183606894,980,-0.043338898569345474,2.5504274,0.012207923,3.375,1.0,0.05510614447122381,-0.5781561829215753,-0.4187681934649683
-41.725,707,0.010485341,-0.34446433,0.78759336,0.05776179,-0.04727739,-4.865759,3.6537387,0.6352189,3.2662855604247887e-17,-5.298835390729966,7.512620210260929,0.999984672267978,-1.1767789700140514,-1.4999776182081828,0.45249998569488525,0.03330562245135337,1000,-0.0017908893059939146,2.5406945,0.000971774,2.25,1.0,0.051341066729792204,-0.5413196310177495,-0.6806346021189185
