,0
0,-41.69939264677386
1,-150.0
2,-99.0860404212028
3,-131.21704949209467
4,-53.739951861500735
5,-16.127912282003088
6,-9.100190484544212
7,-144.54132843971252
8,-73.4948057030118
9,-100.58032501891256
10,-62.50858658034355
11,-150.0
12,-31.491723935380577
13,-114.02857348442078
14,-83.68463329865598
15,-136.76359404027463
16,-105.28932366880588
17,-24.786248108968138
18,-22.60005131021142
19,-24.612532895430924
20,-23.467117376625538
21,-27.203025892972946
22,-19.35916436932981
23,-55.11435168590397
24,-22.945670387744904
25,-29.94236704468727
26,-105.93690328502097
27,-98.36586006764324
28,-29.493358855247497
29,-82.77821256613359
30,-35.10015290014446
31,-31.414244632553313
32,-94.01481285454705
33,-23.631902449950577
34,-9.468162603192031
35,-86.31026169721503
36,-50.32642202146352
37,-21.89358482774347
38,-22.06007120594382
39,-9.338314701840282
40,-9.21855631634593
41,-36.50784983456135
42,-17.704381722956896
43,-90.13634453713891
44,-36.1088908889331
45,-24.392735570818182
46,-17.689035177603365
47,-14.583221323490143
48,-84.25291121192276
49,-133.5711307616532
50,-13.483818388208746
51,-47.01989296607674
52,-2.9038590788841243
53,-32.939460419863465
54,-24.89283983938396
55,-38.67767882674001
56,-10.929089220762254
57,-39.973869333863256
58,-8.580011112317443
59,-3.0018656229972844
60,-27.63668504629284
61,-23.50320867750328
62,-23.371863713264467
63,-23.79601985268295
64,-31.83811166673899
65,-12.239657364487647
66,-22.857467091437428
67,-48.87548276327551
68,-13.522640603631736
69,-32.16764333698899
70,-15.831858264915645
71,-15.77545612603426
72,-14.479432262107728
73,-31.94659979879856
74,-7.241622235588729
75,-7.24270672172308
76,-13.213293347209692
77,-18.386859629675744
78,-139.40954737216234
79,-18.64155219681561
80,-7.355846934318543
81,-10.671830055043102
82,-14.007069246768951
83,-6.500376648753882
84,-15.598698390200736
85,-14.605529179126023
86,-25.99531279347837
87,-35.130594944357874
88,-16.501080560199917
89,-16.11931343972683
90,-18.79928706005216
91,-13.017247251793743
92,-12.081628149747848
93,-1.9862416981160642
94,-20.083693200424314
95,-14.192597278133034
96,-8.697860383242368
97,-90.71090647590346
98,-7.538455636501312
99,-4.409011370837689
100,-14.154168035387992
101,-7.192229523057408
102,-5.980919445157051
103,-7.194918636232615
104,-13.302219278067351
105,-5.947143453210592
106,-11.003123448342084
107,-8.08732365310192
108,-13.502302743270993
109,-15.057361516728998
110,-13.936557514667511
111,-18.51717333987355
112,-4.7942436142265805
113,-13.41586027868092
114,-12.512581660747529
115,-53.06900030434596
116,-13.974423836544155
117,-8.273711673244835
118,-18.866320794224738
119,-16.396416336372496
120,-10.094426904916764
121,-5.507093729302286
122,-8.67113635852933
123,-4.873737028986215
124,-9.664090251624584
125,-11.788582823984324
126,-15.117472435534001
127,-22.163995554074646
128,-2.4498667946108617
129,-8.348000975362957
130,-7.406270961686969
131,-4.307608713358641
132,-8.402879218310119
133,-15.78473608016968
134,-8.15978348389268
135,-9.041273523569107
136,-7.452548178620637
137,-6.034368378445506
138,-4.998600419163704
139,-6.064211173951627
140,-13.198787898644806
141,-88.85361527561213
142,-5.498446049168706
143,-14.416249050684273
144,-5.551075956076383
145,-11.068178134039044
146,-9.000930947288872
147,-6.517561902254819
148,-8.999635486602783
149,-11.691651599258185
150,-7.858526490740478
151,-6.549961860999465
152,-10.175018883049487
153,-7.952202731072903
154,-12.5765432330966
155,-10.483679158389567
156,-8.932492458783091
157,-6.748166969716548
158,-4.691479939967394
159,-9.038147430047394
