,0
576,-39.599999999999994
577,-45.19999999999999
578,-3.5
579,-2.5
580,-2.1
581,-5.5
582,-31.199999999999996
583,-47.999999999999986
584,-46.59999999999999
585,-33.99999999999999
586,-31.199999999999996
587,-47.999999999999986
588,-45.19999999999999
589,-38.19999999999999
590,-18.1
591,-47.999999999999986
592,-24.1
593,-7.8999999999999995
594,-35.9
595,-40.99999999999999
596,-1.1
597,-45.19999999999999
598,-46.59999999999999
599,-3.5
600,-39.599999999999994
601,-47.999999999999986
602,-47.999999999999986
603,-47.999999999999986
604,-39.599999999999994
605,-47.999999999999986
606,-40.99999999999999
607,-47.999999999999986
608,-46.59999999999999
609,-42.39999999999999
610,-1.1
611,-15.5
612,-34.0
613,-45.19999999999998
614,-46.59999999999999
615,-29.099999999999998
616,-31.199999999999996
617,-47.999999999999986
618,-40.999999999999986
619,-5.5
620,-2.5
621,-32.599999999999994
622,-47.999999999999986
623,-6.5
624,-3.5
625,-14.700000000000001
626,-31.199999999999996
627,-47.999999999999986
628,-47.999999999999986
629,-37.3
630,-46.59999999999999
631,-27.099999999999998
632,-42.39999999999999
633,-45.19999999999999
634,-47.999999999999986
635,-45.19999999999998
636,-18.1
637,-40.99999999999999
638,-17.5
639,-45.19999999999999
640,-47.999999999999986
641,-43.79999999999999
642,-15.5
643,-35.4
644,-45.19999999999999
645,-43.79999999999999
646,-46.59999999999999
647,-18.1
648,-15.5
649,-39.59999999999999
650,-35.39999999999999
651,-2.5
652,-43.79999999999999
653,-46.59999999999999
654,-45.19999999999999
655,-2.5
656,-47.999999999999986
657,-46.59999999999999
658,-3.1
659,-31.199999999999996
660,-38.199999999999996
661,-45.19999999999999
662,-4.5
663,-2.5
664,-47.999999999999986
665,-47.999999999999986
666,-34.49999999999999
667,-2.5
668,-47.999999999999986
669,-47.999999999999986
670,-32.599999999999994
671,-4.5
672,-4.5
673,-36.79999999999999
674,-46.59999999999999
675,-35.39999999999999
676,-25.099999999999998
677,-45.19999999999999
678,-45.19999999999999
679,-19.900000000000002
680,-47.999999999999986
681,-47.999999999999986
682,-39.59999999999999
683,-45.19999999999999
684,-16.700000000000003
685,-43.79999999999998
686,-5.1
687,-47.999999999999986
688,-45.19999999999998
689,-45.19999999999998
690,-1.1
691,-2.5
692,-40.999999999999986
693,-1.1
694,-27.299999999999997
695,-47.999999999999986
696,-31.199999999999996
697,-45.19999999999998
698,-45.19999999999999
699,-2.1
700,-35.39999999999999
701,-36.79999999999999
702,-47.999999999999986
703,-2.1
704,-32.599999999999994
705,-3.5
706,-47.999999999999986
707,-15.1
708,-36.79999999999999
709,-2.5
710,-32.29999999999999
711,-39.59999999999999
712,-47.999999999999986
713,-14.7
714,-46.59999999999999
715,-47.999999999999986
716,-39.599999999999994
717,-17.1
718,-43.79999999999998
719,-3.1
720,-16.1
721,-46.59999999999999
722,-4.5
723,-35.39999999999999
724,-43.79999999999999
725,-47.999999999999986
726,-38.19999999999999
727,-47.999999999999986
728,-45.19999999999999
729,-5.5
730,-47.999999999999986
731,-36.79999999999999
732,-40.99999999999999
733,-27.099999999999994
734,-38.19999999999999
735,-5.5
736,-45.19999999999998
737,-35.39999999999999
738,-29.799999999999997
739,-31.199999999999996
740,-46.59999999999999
741,-46.59999999999999
742,-3.5
743,-10.7
744,-46.59999999999999
745,-36.79999999999999
746,-46.59999999999999
747,-40.999999999999986
748,-40.99999999999999
749,-47.999999999999986
750,-2.1
751,-47.999999999999986
752,-45.19999999999999
753,-1.1
754,-47.999999999999986
755,-5.1
756,-36.8
757,-9.299999999999999
758,-40.99999999999999
759,-47.999999999999986
760,-2.1
761,-45.19999999999999
762,-40.999999999999986
763,-38.199999999999996
764,-39.599999999999994
765,-32.599999999999994
766,-43.79999999999999
767,-34.5
768,-47.999999999999986
769,-45.19999999999999
770,-46.59999999999999
771,-39.59999999999999
772,-38.19999999999999
773,-45.19999999999999
774,-47.999999999999986
775,-9.299999999999999
776,-15.5
777,-9.299999999999999
778,-5.5
779,-47.999999999999986
780,-45.19999999999999
781,-38.19999999999999
782,-40.99999999999999
783,-47.999999999999986
784,-6.8999999999999995
785,-38.19999999999999
786,-46.59999999999999
787,-42.39999999999999
788,-10.7
789,-34.0
790,-2.5
791,-45.19999999999999
792,-47.999999999999986
793,-28.4
794,-6.8999999999999995
795,-47.999999999999986
796,-8.299999999999999
797,-27.499999999999996
798,-36.79999999999999
799,-32.599999999999994
800,-15.1
801,-47.999999999999986
802,-42.39999999999999
803,-39.599999999999994
804,-46.59999999999999
805,-47.999999999999986
806,-3.1
807,-39.599999999999994
